Sequence_ID,Motif_ID,Position,Direction,Score,P-value,Full/ Half-site
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2384,-,-2.915,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2432,-,-2.918,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1625,-,-2.918,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,969,-,-2.922,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2291,-,-2.923,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1484,-,-2.924,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1708,-,-2.925,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,808,-,-2.926,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,672,-,-2.926,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2568,-,-2.929,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,394,-,-2.937,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2437,-,-2.939,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1752,-,-2.941,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1114,-,-2.95,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,540,-,-2.95,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2064,-,-2.951,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1853,-,-2.953,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1006,-,-2.953,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,696,-,-2.953,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1095,-,-2.959,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1411,-,-2.96,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1350,-,-2.96,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2129,-,-2.966,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2047,-,-2.966,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,577,-,-2.966,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2066,-,-2.967,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,833,-,-2.974,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2083,-,-2.975,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1841,-,-2.976,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1237,-,-2.98,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1316,-,-2.983,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,464,-,-2.983,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2501,-,-2.987,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1928,-,-2.988,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1817,-,-2.989,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2187,-,-2.992,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1265,-,-2.995,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1780,-,-2.996,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1154,-,-2.996,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1176,-,-3.0,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1839,-,-3.003,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1472,-,-3.003,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2323,-,-3.004,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1284,-,-3.007,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,690,-,-3.007,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,4,-,-3.012,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1935,-,-3.014,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,742,-,-3.014,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2181,-,-3.015,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2053,-,-3.017,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,471,-,-3.017,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1747,-,-3.019,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1569,-,-3.019,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,211,-,-3.023,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1643,-,-3.025,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1170,-,-3.027,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,519,-,-3.027,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1682,-,-3.029,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,921,-,-3.038,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,72,-,-3.038,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1949,-,-3.04,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1633,-,-3.042,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,288,-,-3.043,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,583,-,-3.044,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2231,-,-3.045,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2124,-,-3.045,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,272,-,-3.046,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,77,-,-3.05,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2277,-,-3.052,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,190,-,-3.052,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,335,-,-3.053,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2348,-,-3.062,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2033,-,-3.063,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1227,-,-3.066,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1778,-,-3.068,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,82,-,-3.068,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1642,-,-3.069,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1152,-,-3.07,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,271,-,-3.081,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,449,-,-3.085,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,989,-,-3.086,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2353,-,-3.088,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1167,-,-3.088,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2050,-,-3.089,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2190,-,-3.091,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,932,-,-3.094,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1908,-,-3.095,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,805,-,-3.097,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,784,-,-3.097,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2269,-,-3.102,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1847,-,-3.105,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1338,-,-3.105,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2273,-,-3.11,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1113,-,-3.113,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,476,-,-3.115,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,340,-,-3.117,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1366,-,-3.122,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2002,-,-3.123,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1021,-,-3.124,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,976,-,-3.126,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1333,-,-3.128,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,279,-,-3.128,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2479,-,-3.129,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,138,-,-3.131,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2061,-,-3.134,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,883,-,-3.135,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1885,-,-3.136,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,97,-,-3.137,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2093,-,-3.141,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1348,-,-3.142,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1510,-,-3.143,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2346,-,-3.145,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2132,-,-3.145,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,787,-,-3.145,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,722,-,-3.152,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2294,-,-3.155,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1360,-,-3.158,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,52,-,-3.159,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1543,-,-3.161,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,858,-,-3.161,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,148,-,-3.167,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2244,-,-3.168,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1918,-,-3.169,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1537,-,-3.17,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,70,-,-3.175,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2466,-,-3.178,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1993,-,-3.181,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,438,-,-3.182,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2299,-,-3.183,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,676,-,-3.187,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,393,-,-3.187,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,994,-,-3.188,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,587,-,-3.191,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,724,-,-3.197,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1622,-,-3.198,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,967,-,-3.198,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1209,-,-3.199,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2152,-,-3.201,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1741,-,-3.203,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1556,-,-3.205,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1945,-,-3.206,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,498,-,-3.207,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1668,-,-3.208,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1545,-,-3.208,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,125,-,-3.21,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2355,-,-3.211,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,857,-,-3.216,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1164,-,-3.217,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,188,-,-3.22,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2068,-,-3.222,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,984,-,-3.224,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,824,-,-3.226,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,336,-,-3.229,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,289,-,-3.229,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1751,-,-3.231,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1869,-,-3.234,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2332,-,-3.235,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,532,-,-3.236,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,225,-,-3.237,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1975,-,-3.239,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,855,-,-3.244,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1983,-,-3.248,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2119,-,-3.25,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,119,-,-3.255,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1871,-,-3.256,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2210,-,-3.257,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1553,-,-3.267,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,14,-,-3.268,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,134,-,-3.272,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1728,-,-3.273,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,996,-,-3.273,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2010,-,-3.274,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1010,-,-3.274,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2217,-,-3.279,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,208,-,-3.279,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2339,-,-3.281,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1645,-,-3.281,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1202,-,-3.282,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,889,-,-3.283,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2160,-,-3.286,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2096,-,-3.287,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2019,-,-3.287,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2173,-,-3.289,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1420,-,-3.289,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,879,-,-3.289,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1602,-,-3.29,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,812,-,-3.29,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,856,-,-3.293,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,43,-,-3.293,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2104,-,-3.296,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,907,-,-3.296,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,721,-,-3.297,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1773,-,-3.298,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1171,-,-3.298,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1045,-,-3.3,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,474,-,-3.3,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,17,-,-3.3,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1083,-,-3.306,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,927,-,-3.308,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2224,-,-3.31,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1954,-,-3.31,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1769,-,-3.313,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1669,-,-3.314,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1508,-,-3.315,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2320,-,-3.316,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1206,-,-3.316,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1943,-,-3.318,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1453,-,-3.318,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,184,-,-3.321,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1887,-,-3.322,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2040,-,-3.324,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1221,-,-3.326,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1538,-,-3.331,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2380,-,-3.333,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,452,-,-3.334,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,785,-,-3.335,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1524,-,-3.338,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,158,-,-3.34,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,130,-,-3.341,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2077,-,-3.343,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,811,-,-3.343,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1742,-,-3.348,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2007,-,-3.35,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,846,-,-3.35,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,239,-,-3.354,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1326,-,-3.355,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2056,-,-3.357,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2127,-,-3.358,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1489,-,-3.359,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,662,-,-3.359,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1481,-,-3.36,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,692,-,-3.361,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1579,-,-3.363,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2086,-,-3.365,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1096,-,-3.365,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2563,-,-3.367,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,960,-,-3.368,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2370,-,-3.369,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,624,-,-3.369,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,469,-,-3.374,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1279,-,-3.376,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,285,-,-3.379,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,700,-,-3.382,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1561,-,-3.383,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,373,-,-3.383,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1879,-,-3.384,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2205,-,-3.386,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,443,-,-3.39,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1487,-,-3.391,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1884,-,-3.393,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,948,-,-3.394,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2386,-,-3.397,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1188,-,-3.398,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,705,-,-3.399,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,194,-,-3.402,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1463,-,-3.404,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1694,-,-3.405,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1555,-,-3.405,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1565,-,-3.406,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1610,-,-3.407,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1327,-,-3.407,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2020,-,-3.408,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,143,-,-3.408,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2546,-,-3.41,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1396,-,-3.41,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,953,-,-3.41,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2267,-,-3.412,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1632,-,-3.415,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1126,-,-3.416,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,615,-,-3.416,9.999000099990002e-05,1
